PID,prompt_length,complexity,data_type,module,num_tokens,num_sentences,lexical_diversity,readability,noun_ratio,verb_ratio,adjective_ratio,num_named_entities,contains_table,contains_list,redundancy_score,compression_ratio,contains_numbers,contains_chain_of_thought,contains_output_constraints,is_multi_turn,LLM
49,77,Simple,"['Text', 'Numerical Data']",document_extraction,15,1,0.8666666666666667,6.4,0.3333333333333333,0.0666666666666666,0.0,0,False,False,1,5.133333333333334,False,False,False,False,GPT
50,77,Simple,['Dates & Timestamps'],document_extraction,15,1,0.8666666666666667,6.4,0.2666666666666666,0.1333333333333333,0.0,1,False,False,1,5.133333333333334,False,False,False,False,llma
51,70,Simple,"['Graphs & Charts', 'Numerical Data']",document_extraction,14,1,0.8571428571428571,6.0,0.3571428571428571,0.0714285714285714,0.0,0,False,False,1,5.0,False,False,False,False,GPT
52,83,Simple,['Text'],document_extraction,15,1,0.8666666666666667,8.8,0.3333333333333333,0.1333333333333333,0.0,0,False,False,1,5.533333333333333,False,False,False,False,GPT
53,73,Simple,['Numerical Data'],document_extraction,14,1,0.8571428571428571,8.4,0.2142857142857142,0.1428571428571428,0.0714285714285714,0,False,False,1,5.214285714285714,False,False,False,False,GPT
54,81,Simple,"['Text', 'Numerical Data']",document_extraction,14,1,0.9285714285714286,9.5,0.3571428571428571,0.1428571428571428,0.0,0,False,False,1,5.785714285714286,False,False,False,False,GPT
55,63,Simple,['Text'],document_extraction,12,1,0.8333333333333334,6.4,0.25,0.1666666666666666,0.0,0,False,False,1,5.25,False,False,False,False,GPT
56,53,Simple,['Equations & Formulas'],document_extraction,10,1,0.9,6.8,0.2,0.2,0.0,0,False,False,1,5.3,False,False,False,False,GPT
57,83,Simple,"['Text', 'Numerical Data']",document_extraction,15,1,0.9333333333333332,10.7,0.3333333333333333,0.1333333333333333,0.0,0,False,False,1,5.533333333333333,False,False,False,False,GPT
58,63,Simple,['Text'],document_extraction,12,1,0.8333333333333334,6.4,0.25,0.1666666666666666,0.0,0,False,False,1,5.25,False,False,False,False,GPT
59,75,Simple,['Numerical Data'],document_extraction,13,1,1.0,10.3,0.2307692307692307,0.1538461538461538,0.0769230769230769,0,False,False,1,5.769230769230769,False,False,False,False,Claude
60,73,Simple,['Text'],document_extraction,13,1,0.9230769230769232,9.2,0.3076923076923077,0.1538461538461538,0.0,0,False,False,1,5.615384615384615,False,False,False,False,GPT
61,93,Simple,['Text'],document_extraction,16,1,0.875,8.0,0.25,0.125,0.0625,0,False,False,1,5.8125,False,False,False,False,GPT
62,82,Simple,['Text'],document_extraction,14,1,0.8571428571428571,7.2,0.2142857142857142,0.2142857142857142,0.0,0,False,False,1,5.857142857142857,False,False,False,False,GPT
63,83,Simple,"['Text', 'Numerical Data']",document_extraction,15,1,0.9333333333333332,10.7,0.3333333333333333,0.1333333333333333,0.0,0,False,False,1,5.533333333333333,False,False,False,False,Claude
64,115,Simple,Numerical Data,quantitative_analysis,21,1,0.9047619047619048,11.9,0.2857142857142857,0.0952380952380952,0.0952380952380952,2,False,True,1,5.476190476190476,True,False,False,False,Claude
65,81,Medium,Numerical Data,quantitative_analysis,15,1,1.0,11.5,0.2666666666666666,0.2,0.0666666666666666,1,False,False,1,5.4,False,False,False,False,Claude
66,116,Simple,Numerical Data,quantitative_analysis,27,1,0.8148148148148148,10.3,0.2592592592592592,0.074074074074074,0.0,3,False,False,1,4.296296296296297,True,False,False,False,Claude
67,116,Medium,Numerical Data,quantitative_analysis,25,1,0.96,11.1,0.32,0.08,0.04,2,False,False,1,4.64,True,False,False,False,Claude
68,89,Complex,Numerical Data,quantitative_analysis,17,1,0.9411764705882352,12.3,0.2352941176470588,0.1176470588235294,0.1176470588235294,1,False,False,2,5.235294117647059,False,False,False,False,Claude
69,102,Simple,Numerical Data,quantitative_analysis,22,1,0.9090909090909092,9.5,0.3181818181818182,0.0454545454545454,0.0454545454545454,4,False,False,1,4.636363636363637,True,False,False,False,Claude
70,81,Medium,Numerical Data,quantitative_analysis,14,1,1.0,10.7,0.4285714285714285,0.0714285714285714,0.0714285714285714,1,False,False,1,5.785714285714286,False,False,False,False,Claude
71,112,Simple,Numerical Data,quantitative_analysis,25,1,0.92,11.1,0.32,0.04,0.04,4,False,False,1,4.48,True,False,False,False,Claude
72,66,Medium,Numerical Data,quantitative_analysis,14,1,1.0,8.8,0.2142857142857142,0.0714285714285714,0.0714285714285714,0,False,False,1,4.714285714285714,False,False,False,False,Claude
73,122,Simple,Numerical Data,quantitative_analysis,24,1,0.875,11.9,0.3333333333333333,0.0416666666666666,0.0833333333333333,3,False,False,1,5.083333333333333,True,False,False,False,Claude
74,82,Medium,Numerical Data,quantitative_analysis,15,1,0.9333333333333332,8.8,0.4,0.1333333333333333,0.0666666666666666,0,False,False,1,5.466666666666667,False,False,False,False,Claude
75,123,Complex,Numerical Data,quantitative_analysis,22,1,0.9090909090909092,11.5,0.2272727272727272,0.1818181818181818,0.0909090909090909,0,False,False,2,5.590909090909091,False,False,False,False,Claude
76,91,Simple,Numerical Data,quantitative_analysis,21,1,0.9047619047619048,6.8,0.2857142857142857,0.0476190476190476,0.0476190476190476,3,False,False,1,4.333333333333333,True,False,False,False,Claude
77,90,Complex,Numerical Data,quantitative_analysis,15,1,1.0,11.1,0.3333333333333333,0.2,0.0,1,False,False,1,6.0,False,False,False,False,GPT
78,97,Medium,Numerical Data,quantitative_analysis,15,1,1.0,14.7,0.3333333333333333,0.1333333333333333,0.0666666666666666,1,False,False,1,6.466666666666667,False,False,False,False,Claude
79,87,Complex,Numerical Data,quantitative_analysis,13,1,0.9230769230769232,19.0,0.2307692307692307,0.1538461538461538,0.1538461538461538,1,False,False,1,6.6923076923076925,False,False,False,False,Claude
80,90,Complex,Numerical Data,quantitative_analysis,17,1,0.9411764705882352,10.7,0.3529411764705882,0.1764705882352941,0.0,0,False,False,1,5.294117647058823,False,False,False,False,Mistral
81,87,Medium,Numerical Data,quantitative_analysis,14,1,0.9285714285714286,13.1,0.3571428571428571,0.1428571428571428,0.1428571428571428,0,False,False,1,6.214285714285714,False,False,False,False,Claude
82,85,Simple,Numerical Data,quantitative_analysis,16,1,1.0,15.8,0.3125,0.125,0.0625,0,False,False,1,5.3125,False,False,False,False,Claude
83,87,Medium,Numerical Data,quantitative_analysis,18,1,0.8888888888888888,10.3,0.1111111111111111,0.1666666666666666,0.0,1,False,False,1,4.833333333333333,False,False,False,False,Claude
84,103,Medium,Numerical Data,quantitative_analysis,17,1,0.8235294117647058,17.0,0.1764705882352941,0.1176470588235294,0.0,0,False,False,1,6.0588235294117645,False,False,False,False,Claude
85,88,Simple,Numerical Data,quantitative_analysis,18,1,0.9444444444444444,9.1,0.3333333333333333,0.1666666666666666,0.0,0,False,False,1,4.888888888888889,False,False,False,False,Claude
86,91,Complex,Numerical Data,quantitative_analysis,16,1,0.9375,12.7,0.25,0.125,0.0625,1,False,False,2,5.6875,False,False,False,False,GPT
87,76,Simple,Numerical Data,quantitative_analysis,14,1,0.8571428571428571,9.5,0.2857142857142857,0.0714285714285714,0.1428571428571428,1,False,False,1,5.428571428571429,False,False,False,False,Claude
88,77,Medium,Numerical Data,quantitative_analysis,13,1,1.0,11.5,0.3076923076923077,0.1538461538461538,0.0769230769230769,0,False,False,1,5.923076923076923,False,False,False,False,GPT
89,104,Medium,Numerical Data,quantitative_analysis,17,1,1.0,13.1,0.4117647058823529,0.0588235294117647,0.1176470588235294,1,False,False,1,6.117647058823529,False,False,False,False,Claude
90,96,Complex,Numerical Data,quantitative_analysis,15,1,1.0,14.7,0.3333333333333333,0.2,0.0666666666666666,0,False,False,1,6.4,False,False,False,False,Claude
91,79,Simple,Numerical Data,quantitative_analysis,15,1,0.9333333333333332,11.1,0.3333333333333333,0.1333333333333333,0.0666666666666666,2,False,False,1,5.266666666666667,False,False,False,False,Mistral
92,84,Medium,Numerical Data,quantitative_analysis,17,1,0.8235294117647058,8.0,0.1764705882352941,0.1176470588235294,0.0588235294117647,2,False,False,1,4.941176470588236,False,False,False,False,Mistral
93,88,Complex,Numerical Data,quantitative_analysis,19,1,0.9473684210526316,10.3,0.4210526315789473,0.0526315789473684,0.0,1,False,False,1,4.631578947368421,True,False,False,False,Claude
94,97,Simple,Numerical Data,quantitative_analysis,17,1,1.0,12.3,0.1764705882352941,0.1176470588235294,0.0588235294117647,0,False,False,1,5.705882352941177,False,False,False,False,Claude
95,98,Complex,Numerical Data,quantitative_analysis,15,1,1.0,12.3,0.3333333333333333,0.1333333333333333,0.0666666666666666,1,False,False,1,6.533333333333333,False,False,False,False,Claude
96,76,Simple,Numerical Data,quantitative_analysis,14,1,1.0,8.4,0.3571428571428571,0.1428571428571428,0.0714285714285714,0,False,False,1,5.428571428571429,False,False,False,False,Claude
97,99,Simple,Numerical Data,quantitative_analysis,19,1,0.9473684210526316,11.9,0.1578947368421052,0.1052631578947368,0.1052631578947368,1,False,False,1,5.2105263157894735,False,False,False,False,Claude
98,81,Medium,Numerical Data,quantitative_analysis,17,1,0.9411764705882352,8.8,0.1176470588235294,0.1176470588235294,0.0588235294117647,1,False,False,1,4.764705882352941,False,False,False,False,Mistral
99,72,Simple,Numerical Data,quantitative_analysis,11,1,1.0,14.3,0.3636363636363636,0.0909090909090909,0.0909090909090909,0,False,False,1,6.545454545454546,False,False,False,False,Claude
100,96,Medium,Numerical Data,quantitative_analysis,16,1,0.9375,12.7,0.25,0.125,0.0,1,False,False,1,6.0,False,False,False,False,Claude
101,92,Simple,Numerical Data,quantitative_analysis,16,1,1.0,15.4,0.25,0.1875,0.0,0,False,False,0,5.75,False,False,False,False,Claude
102,80,Simple,Numerical Data,quantitative_analysis,14,1,0.9285714285714286,11.9,0.3571428571428571,0.0714285714285714,0.0714285714285714,0,False,False,1,5.714285714285714,False,False,False,False,llma
103,71,Complex,Numerical Data,quantitative_analysis,12,1,1.0,13.5,0.3333333333333333,0.1666666666666666,0.0833333333333333,1,False,False,1,5.916666666666667,False,False,False,False,Claude
104,101,Medium,Numerical Data,quantitative_analysis,19,1,0.8947368421052632,11.1,0.3157894736842105,0.1052631578947368,0.0,1,False,False,2,5.315789473684211,False,False,False,False,GPT
105,98,Medium,Numerical Data,quantitative_analysis,16,1,1.0,13.9,0.3125,0.125,0.125,0,False,False,1,6.125,False,False,False,False,Claude
106,76,Simple,Numerical Data,quantitative_analysis,15,1,1.0,10.3,0.2,0.2,0.0,0,False,False,1,5.066666666666666,False,False,False,False,Claude
107,80,Simple,Numerical Data,quantitative_analysis,15,1,0.9333333333333332,11.1,0.3333333333333333,0.1333333333333333,0.0666666666666666,2,False,False,1,5.333333333333333,False,False,False,False,Claude
108,84,Medium,Numerical Data,quantitative_analysis,16,1,0.9375,10.7,0.25,0.1875,0.0,0,False,False,1,5.25,False,False,False,False,Claude
109,91,Simple,Numerical Data,quantitative_analysis,17,1,0.8823529411764706,9.1,0.2352941176470588,0.1176470588235294,0.0588235294117647,2,False,False,1,5.352941176470588,False,False,False,False,Claude
110,72,Complex,Numerical Data,quantitative_analysis,18,1,0.8888888888888888,6.4,0.3888888888888889,0.0555555555555555,0.0,1,False,False,1,4.0,True,False,False,False,Claude
111,97,Simple,Numerical Data,quantitative_analysis,17,1,1.0,12.3,0.1764705882352941,0.1176470588235294,0.0588235294117647,0,False,False,1,5.705882352941177,False,False,False,False,Claude
112,98,Complex,Numerical Data,quantitative_analysis,15,1,1.0,12.3,0.3333333333333333,0.1333333333333333,0.0666666666666666,1,False,False,1,6.533333333333333,False,False,False,False,Claude
113,67,Simple,"['Text', 'Numerical Data', 'Graphs & Charts']",report_generation,12,1,1.0,7.6,0.3333333333333333,0.0833333333333333,0.0833333333333333,2,False,True,1,5.583333333333333,True,False,False,False,Mistral
114,59,Simple,"['Text', 'Graphs & Charts']",report_generation,10,1,1.0,9.2,0.4,0.1,0.1,1,False,False,1,5.9,False,False,False,False,Mistral
115,53,Simple,"['Numerical Data', 'Tables']",report_generation,9,1,1.0,12.3,0.1111111111111111,0.1111111111111111,0.2222222222222222,2,False,True,1,5.888888888888889,True,False,False,False,Claude
116,53,Simple,"['Text', 'Tables']",report_generation,10,1,1.0,10.3,0.3,0.1,0.1,1,False,False,1,5.3,False,False,False,False,Mistral
117,72,Simple,"['Text', 'Numerical Data', 'Graphs & Charts']",report_generation,10,1,1.0,16.2,0.3,0.2,0.1,1,False,False,1,7.2,False,False,False,False,Mistral
118,81,Simple,"['Text', 'Numerical Data', 'Graphs & Charts']",report_generation,16,1,0.75,6.0,0.375,0.125,0.125,3,False,False,1,5.0625,False,False,False,False,llma
119,59,Simple,"['Text', 'Tables']",report_generation,10,1,1.0,11.5,0.4,0.1,0.1,1,False,False,1,5.9,False,False,False,False,Mistral
120,44,Simple,"['Numerical Data', 'Tables']",report_generation,7,1,1.0,13.9,0.2857142857142857,0.1428571428571428,0.2857142857142857,1,False,False,1,6.285714285714286,False,False,False,False,Mistral
121,59,Simple,"['Text', 'Tables', 'Graphs & Charts']",report_generation,10,1,1.0,11.5,0.3,0.1,0.2,1,False,False,1,5.9,False,False,False,False,Mistral
122,47,Simple,"['Text', 'Tables']",report_generation,9,1,1.0,8.8,0.2222222222222222,0.1111111111111111,0.2222222222222222,1,False,False,1,5.222222222222222,False,False,False,False,GPT
123,44,Simple,"['Text', 'Graphs & Charts']",report_generation,7,1,1.0,16.3,0.4285714285714285,0.1428571428571428,0.1428571428571428,1,False,False,1,6.285714285714286,False,False,False,False,Mistral
124,42,Simple,"['Text', 'Tables']",report_generation,7,1,1.0,10.4,0.4285714285714285,0.1428571428571428,0.1428571428571428,1,False,False,0,6.0,False,False,False,False,Mistral
125,60,Simple,"['Text', 'Graphs & Charts']",report_generation,9,1,1.0,14.7,0.3333333333333333,0.2222222222222222,0.1111111111111111,1,False,False,1,6.666666666666667,False,False,False,False,llma
126,59,Simple,"['Text', 'Tables']",report_generation,9,1,1.0,12.3,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.555555555555555,False,False,False,False,Mistral
127,36,Simple,"['Numerical Data', 'Tables']",report_generation,6,1,1.0,14.7,0.3333333333333333,0.1666666666666666,0.1666666666666666,1,False,False,0,6.0,False,False,False,False,Mistral
128,63,Simple,"['Text', 'Tables']",report_generation,11,1,1.0,11.9,0.3636363636363636,0.0909090909090909,0.0909090909090909,1,False,False,1,5.727272727272728,False,False,False,False,Mistral
129,50,Simple,"['Text', 'Graphs & Charts']",report_generation,7,1,1.0,18.6,0.4285714285714285,0.1428571428571428,0.1428571428571428,1,False,False,1,7.142857142857143,False,False,False,False,llma
130,59,Simple,"['Text', 'Tables', 'Graphs & Charts']",report_generation,9,1,1.0,14.7,0.3333333333333333,0.1111111111111111,0.2222222222222222,1,False,False,1,6.555555555555555,False,False,False,False,Mistral
131,52,Simple,"['Text', 'Graphs & Charts']",report_generation,9,1,1.0,12.3,0.3333333333333333,0.1111111111111111,0.2222222222222222,1,False,False,1,5.777777777777778,False,False,False,False,Mistral
132,50,Simple,"['Text', 'Graphs & Charts']",report_generation,8,1,1.0,14.3,0.25,0.125,0.25,1,False,False,1,6.25,False,False,False,False,Mistral
133,49,Simple,"['Text', 'Tables']",report_generation,8,1,1.0,10.7,0.375,0.125,0.125,1,False,False,1,6.125,False,False,False,False,Mistral
134,46,Simple,"['Text', 'Tables']",report_generation,8,1,1.0,10.7,0.375,0.125,0.125,1,False,False,1,5.75,False,False,False,False,GPT
135,47,Simple,"['Text', 'Numerical Data', 'Tables']",report_generation,8,1,1.0,10.7,0.375,0.125,0.125,1,False,False,1,5.875,False,False,False,False,Mistral
136,43,Simple,"['Text', 'Graphs & Charts']",report_generation,8,1,1.0,7.2,0.375,0.125,0.125,1,False,False,1,5.375,False,False,False,False,GPT
137,47,Simple,"['Text', 'Tables']",report_generation,8,1,1.0,9.6,0.375,0.125,0.125,1,False,False,1,5.875,False,False,False,False,Mistral
138,53,Simple,"['Text', 'Graphs & Charts']",report_generation,8,1,1.0,14.3,0.375,0.125,0.125,1,False,False,1,6.625,False,False,False,False,Mistral
139,51,Simple,"['Text', 'Tables']",report_generation,8,1,1.0,15.5,0.375,0.125,0.125,1,False,False,0,6.375,False,False,False,False,Mistral
140,56,Simple,"['Text', 'Tables']",report_generation,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.222222222222222,False,False,False,False,Mistral
141,49,Simple,"['Numerical Data', 'Tables']",report_generation,8,1,1.0,14.3,0.375,0.125,0.125,1,False,False,1,6.125,False,False,False,False,llma
142,41,Simple,"['Text', 'Tables', 'Graphs & Charts']",report_generation,8,1,1.0,6.0,0.375,0.125,0.125,1,False,False,1,5.125,False,False,False,False,llma
143,57,Simple,"['Text', 'Tables']",report_generation,9,1,1.0,12.3,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,6.333333333333333,False,False,False,False,Mistral
144,44,Simple,"['Text', 'Graphs & Charts']",report_generation,8,1,1.0,9.6,0.375,0.125,0.125,1,False,False,1,5.5,False,False,False,False,GPT
145,47,Simple,"['Numerical Data', 'Tables']",report_generation,8,1,1.0,11.9,0.25,0.125,0.25,1,False,False,1,5.875,False,False,False,False,Mistral
146,48,Simple,"['Text', 'Tables']",report_generation,9,1,1.0,8.8,0.3333333333333333,0.1111111111111111,0.1111111111111111,1,False,False,1,5.333333333333333,False,False,False,False,Mistral
147,45,Simple,"['Text', 'Graphs & Charts']",report_generation,8,1,1.0,9.6,0.375,0.125,0.125,1,False,False,1,5.625,False,False,False,False,Mistral
148,61,Simple,"['Text', 'Tables']",report_generation,10,1,1.0,10.3,0.4,0.1,0.1,1,False,False,1,6.1,False,False,False,False,Mistral
149,52,Simple,"['Text', 'Tables']",report_generation,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.777777777777778,False,False,False,False,Claude
150,52,Simple,"['Text', 'Graphs & Charts']",report_generation,9,1,1.0,14.7,0.3333333333333333,0.1111111111111111,0.2222222222222222,1,False,False,1,5.777777777777778,False,False,False,False,Mistral
151,47,Simple,"['Text', 'Tables']",report_generation,8,1,1.0,10.7,0.375,0.125,0.125,1,False,False,1,5.875,False,False,False,False,Mistral
152,53,Simple,"['Text', 'Tables']",report_generation,9,1,1.0,12.3,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.888888888888889,False,False,False,False,Mistral
153,50,Simple,"['Text', 'Graphs & Charts']",report_generation,8,1,1.0,14.3,0.375,0.125,0.125,1,False,False,2,6.25,False,False,False,False,Mistral
154,53,Simple,"['Text', 'Tables']",report_generation,9,1,1.0,11.1,0.4444444444444444,0.1111111111111111,0.1111111111111111,1,False,False,1,5.888888888888889,False,False,False,False,llma
155,48,Simple,"['Text', 'Graphs & Charts']",report_generation,8,1,1.0,10.7,0.375,0.125,0.125,1,False,False,1,6.0,False,False,False,False,Mistral
